transaction_id,txn_date,txn_time,customer_id,counterparty_name,currency_pair,amount_eur,country,channel,customer_risk_rating
TXN-003639,2026-02-23,10:08:31,CUST-0209,"Smith, Gray and Deleon",EUR/JPY,148.14,BE,Online,Medium
TXN-000665,2026-06-19,10:19:44,CUST-0021,Mitchell and Sons,EUR/JPY,2536.96,IT,Online,Low
TXN-001178,2026-03-31,15:16:42,CUST-0232,"Fitzpatrick, Rivera and Smith",EUR/JPY,446.89,US,Branch,Medium
TXN-002677,2026-05-05,20:54:58,CUST-0244,"Garcia, Phillips and Nichols",USD/JPY,7392.33,BE,Branch,Low
TXN-001948,2026-03-05,07:07:01,CUST-0147,"Trujillo, Chang and Williams",USD/JPY,2551.55,IE,Branch,Low
TXN-002502,2026-04-21,11:03:56,CUST-0278,"Howard, Thompson and Tate",USD/JPY,553.7,NL,Branch,Medium
TXN-001474,2026-06-15,19:28:54,CUST-0021,Miller LLC,EUR/JPY,14942.59,ES,API,Low
TXN-003419,2026-06-12,11:15:22,CUST-0234,Estes-Mcdonald,GBP/USD,1832.48,US,API,Low
TXN-002133,2026-06-20,09:58:53,CUST-0111,King Group,EUR/CHF,1150.21,IT,Branch,Medium
TXN-001027,2026-04-19,17:32:59,CUST-0253,Rivera Inc,EUR/CHF,5065.78,IE,Online,Low
TXN-000962,2026-04-08,14:19:29,CUST-0090,Haynes-Moss,GBP/USD,2115.37,NL,Branch,Low
TXN-002010,2026-06-12,09:49:26,CUST-0196,"Crane, Johnson and Butler",GBP/USD,531.4,DE,API,Low
TXN-002150,2026-03-08,11:54:43,CUST-0259,Alvarez-Dickerson,EUR/CHF,3126.83,US,API,Medium
TXN-003228,2026-04-26,12:58:48,CUST-0298,Barber Group,EUR/JPY,968.24,IT,Branch,Low
TXN-002339,2026-01-09,21:06:39,CUST-0212,Smith Inc,EUR/CHF,146.68,GB,Branch,High
TXN-004682,2026-01-14,21:35:09,CUST-0049,Montgomery PLC,EUR/GBP,9116.85,NL,Online,Low
TXN-000305,2026-01-05,16:04:00,CUST-0242,"Evans, Hayden and Vaughn",GBP/USD,811.56,GB,Online,Low
TXN-001441,2026-06-29,08:41:41,CUST-0154,"Ramirez, Walker and Ray",EUR/JPY,5554.28,FR,Branch,Medium
TXN-001497,2026-06-03,19:48:11,CUST-0100,Diaz-Green,EUR/GBP,1489.02,FR,Online,Low
TXN-002653,2026-06-12,20:50:51,CUST-0261,Fox PLC,EUR/JPY,2927.3,ES,Branch,Medium
TXN-000917,2026-06-24,20:17:12,CUST-0129,Miller-Mccall,EUR/CHF,688.43,NL,API,Medium
TXN-004115,2026-01-11,17:17:57,CUST-0039,Price-Boyd,GBP/USD,24943.87,BE,API,Medium
TXN-003616,2026-05-01,08:52:05,CUST-0141,"Vincent, Curry and Smith",GBP/USD,1423.5,US,API,Medium
TXN-002773,2026-04-17,08:22:55,CUST-0280,Lamb and Sons,EUR/GBP,3577.83,GB,API,Low
TXN-001625,2026-02-23,15:40:06,CUST-0208,"Barnett, Bennett and Escobar",EUR/GBP,5543.2,NL,Online,Low
TXN-003728,2026-02-17,09:40:20,CUST-0160,Davis-Wood,EUR/GBP,3708.81,NL,Branch,High
TXN-000822,2026-01-06,08:10:57,CUST-0243,Diaz and Sons,EUR/GBP,897.71,IT,API,Medium
TXN-004040,2026-04-01,20:29:46,CUST-0182,"Clark, Williams and Gonzales",USD/JPY,5768.02,BE,Online,Low
TXN-001355,2026-06-25,14:00:31,CUST-0260,Shaw and Sons,EUR/CHF,867.4,IT,API,Low
TXN-004426,2026-05-31,08:24:20,CUST-0218,Hobbs-Nguyen,USD/JPY,8439.55,BE,Branch,Medium
TXN-000851,2026-02-24,14:04:23,CUST-0067,Clark Ltd,EUR/CHF,474.41,US,API,High
TXN-001001,2026-04-02,14:11:03,CUST-0029,"Howard, Silva and Hall",EUR/USD,2716.54,GB,API,High
TXN-003280,2026-06-11,07:58:06,CUST-0044,"Williams, Newman and Jones",EUR/CHF,515.39,NL,Branch,Low
TXN-000019,2026-03-26,07:07:56,CUST-0205,"Adams, Zuniga and Wong",GBP/USD,565.33,PL,Online,Low
TXN-001638,2026-01-06,18:33:57,CUST-0188,"Hill, Brown and Scott",EUR/CHF,2232.34,IT,Branch,Low
TXN-001668,2026-02-24,10:06:54,CUST-0198,Patterson Inc,EUR/USD,765.32,US,Branch,Low
TXN-000494,2026-05-22,21:11:30,CUST-0176,"Marshall, Dominguez and Welch",GBP/USD,1070.87,GB,Branch,Low
TXN-004017,2026-01-08,13:00:31,CUST-0014,"Jones, Davis and Grant",EUR/USD,15857.58,DE,Online,Low
TXN-003622,2026-03-04,09:21:59,CUST-0076,Contreras-Henry,EUR/USD,2058.85,ES,Online,Medium
TXN-004664,2026-05-04,07:40:11,CUST-0204,White-Holland,EUR/CHF,9390.76,IE,Branch,Low
TXN-003536,2026-05-21,12:52:59,CUST-0065,Fernandez-Williams,EUR/JPY,7333.79,DE,Online,Medium
TXN-003380,2026-01-16,11:42:16,CUST-0112,"Murray, White and Patton",USD/JPY,1717.27,GB,Online,Low
TXN-000688,2026-02-26,21:18:38,CUST-0088,"Shelton, Peters and Williams",EUR/GBP,6158.9,ES,API,High
TXN-003624,2026-04-16,18:01:09,CUST-0210,Robinson LLC,USD/JPY,2506.65,IT,Branch,Low
TXN-001609,2026-06-12,18:43:50,CUST-0105,Adams Group,EUR/USD,1089.35,GB,Branch,High
TXN-003968,2026-04-02,08:39:49,CUST-0167,"Ruiz, Martin and Jones",GBP/USD,1977.14,BE,API,Low
TXN-003304,2026-01-31,18:26:08,CUST-0009,"Holland, Foley and Neal",EUR/USD,8402.41,IT,API,High
TXN-001010,2026-05-24,11:54:48,CUST-0083,Weaver-Thompson,EUR/USD,748.12,GB,Online,Low
TXN-002409,2026-05-29,07:40:13,CUST-0042,"Peterson, Reid and Johnson",GBP/USD,870.1,DE,Online,Low
TXN-001093,2026-02-12,07:51:23,CUST-0208,Figueroa-Malone,EUR/CHF,1599.25,IT,Branch,Low
TXN-001328,2026-04-15,09:40:47,CUST-0102,Thompson PLC,EUR/USD,1560.2,PL,Branch,High
TXN-001678,2026-02-12,15:04:14,CUST-0210,"Ellison, Vaughn and Mckee",EUR/USD,4273.22,NL,API,Low
TXN-002000,2026-05-26,11:44:57,CUST-0260,"Frazier, Ramirez and Brown",EUR/USD,2071.11,IT,Branch,Low
TXN-001311,2026-02-25,11:11:16,CUST-0079,Clark-Figueroa,USD/JPY,2504.88,GB,Online,High
TXN-003164,2026-06-06,19:53:01,CUST-0229,Irwin-Lewis,EUR/JPY,934.55,PL,Branch,High
TXN-001988,2026-05-19,15:08:00,CUST-0209,Schmidt-Phillips,USD/JPY,580.65,NL,API,Medium
TXN-003546,2026-02-02,18:03:14,CUST-0031,Rodriguez and Sons,EUR/GBP,2108.55,GB,API,Medium
TXN-000345,2026-01-27,21:31:09,CUST-0114,"Harper, Smith and Buchanan",GBP/USD,749.98,BE,API,Low
TXN-004013,2026-02-01,09:29:23,CUST-0050,Decker Inc,USD/JPY,12550.73,PL,Online,Low
TXN-000987,2026-06-20,09:59:34,CUST-0244,Gomez and Sons,EUR/CHF,888.21,GB,API,Low
TXN-003742,2026-02-02,14:57:18,CUST-0113,"Mclaughlin, Cook and Powers",USD/JPY,772.8,PL,Online,Low
TXN-003699,2026-01-13,11:22:01,CUST-0208,"Hansen, Perez and Fuller",GBP/USD,3248.1,PL,Online,Low
TXN-004244,2026-05-05,12:54:05,CUST-0202,Horne Group,EUR/GBP,912.6,IE,Online,Low
TXN-003889,2026-04-08,15:06:29,CUST-0277,Greene Ltd,EUR/JPY,989.61,ES,API,Medium
TXN-003003,2026-04-25,18:43:51,CUST-0121,"Wilson, Graham and Webb",EUR/USD,1517.92,US,API,Medium
TXN-002943,2026-06-19,17:38:22,CUST-0012,"Charles, Brown and Smith",EUR/GBP,1781.12,IT,Online,High
TXN-001143,2026-01-27,16:50:49,CUST-0144,Maxwell Group,USD/JPY,1004.32,IT,Branch,Low
TXN-002359,2026-02-25,07:30:00,CUST-0051,Barber-Harrison,EUR/GBP,833.67,IT,API,Medium
TXN-001199,2026-05-13,09:35:47,CUST-0028,Brown Ltd,EUR/JPY,7286.4,FR,Online,High
TXN-000086,2026-06-13,11:29:16,CUST-0119,Smith PLC,EUR/CHF,1789.05,US,Online,High
TXN-001519,2026-02-22,21:41:47,CUST-0293,Ford-Moody,GBP/USD,6303.16,NL,Branch,Medium
TXN-004476,2026-04-05,13:43:22,CUST-0133,"Chavez, Martin and Anderson",EUR/JPY,274.13,IT,API,Medium
TXN-001382,2026-05-28,14:29:15,CUST-0016,"Johnston, Coleman and Scott",EUR/CHF,1126.46,FR,API,Medium
TXN-002717,2026-06-19,10:55:07,CUST-0256,Meyer Group,GBP/USD,1168.63,PL,API,Low
TXN-004677,2026-03-14,10:13:15,CUST-0257,Dunn LLC,EUR/USD,9990.39,IE,Branch,Low
TXN-001015,2026-03-07,17:27:44,CUST-0234,"Stark, Schroeder and Mathis",EUR/GBP,2534.61,GB,API,Low
TXN-000129,2026-06-24,21:56:36,CUST-0297,"Mccall, Hanson and Alvarado",EUR/CHF,1547.01,US,API,Low
TXN-001365,2026-04-06,16:30:13,CUST-0125,Johns Ltd,EUR/JPY,2902.39,IE,Branch,Low
TXN-003521,2026-05-20,20:11:35,CUST-0008,Morgan-Foster,EUR/JPY,2440.05,US,API,Low
TXN-003788,2026-06-01,21:29:30,CUST-0266,"Morales, Johnson and Hunt",USD/JPY,1060.04,NL,API,Medium
TXN-000892,2026-05-24,07:18:54,CUST-0053,May Ltd,EUR/JPY,2611.83,IE,Branch,Low
TXN-002794,2026-05-14,15:51:41,CUST-0003,Andersen LLC,EUR/USD,905.17,DE,Branch,Low
TXN-004141,2026-02-17,18:18:52,CUST-0111,Kirby-Oconnor,EUR/JPY,239.19,FR,Branch,Medium
TXN-001360,2026-04-25,12:19:40,CUST-0214,Mendoza-Garza,EUR/USD,971.18,IE,API,Medium
TXN-000308,2026-06-28,13:46:54,CUST-0034,Armstrong-Andrews,EUR/GBP,820.13,NL,Online,Medium
TXN-001662,2026-01-31,09:11:07,CUST-0199,Henry-Taylor,GBP/USD,2548.71,ES,Online,Low
TXN-002432,2026-06-21,19:24:35,CUST-0197,Kennedy-Francis,GBP/USD,3874.42,BE,Branch,Low
TXN-003823,2026-03-14,21:45:07,CUST-0093,Munoz Group,EUR/GBP,656.44,ES,Online,Low
TXN-001318,2026-01-07,20:23:54,CUST-0179,"Carpenter, Lynn and Howard",EUR/JPY,2194.13,DE,API,Medium
TXN-004235,2026-03-08,09:02:59,CUST-0232,Romero Group,EUR/USD,4641.54,PL,API,Medium
TXN-002475,2026-04-12,17:21:52,CUST-0215,Johnson-Schultz,EUR/GBP,522.68,US,Branch,Low
TXN-002543,2026-01-31,18:29:03,CUST-0071,"Hanson, Chavez and Marshall",GBP/USD,2870.01,DE,API,Low
TXN-001247,2026-02-16,11:49:50,CUST-0033,Aguilar-Bender,GBP/USD,9608.32,US,Branch,Medium
TXN-001209,2026-02-05,11:50:48,CUST-0174,Rivera LLC,EUR/CHF,668.11,US,Branch,High
TXN-000217,2026-01-15,14:08:32,CUST-0262,Perez-White,EUR/JPY,2148.67,US,Branch,Low
TXN-004224,2026-05-16,10:54:17,CUST-0189,Davis-Green,EUR/JPY,1219.21,GB,API,Low
TXN-002975,2026-03-13,19:14:52,CUST-0089,"White, Riddle and Garza",USD/JPY,2618.81,FR,API,High
TXN-001240,2026-06-09,13:55:27,CUST-0015,Taylor PLC,EUR/CHF,7564.98,ES,API,Medium
TXN-002290,2026-05-04,11:42:21,CUST-0023,Butler Inc,EUR/JPY,324.35,IT,API,Medium
TXN-002741,2026-03-12,13:46:47,CUST-0130,Hendricks Inc,EUR/CHF,956.15,ES,Online,Medium
TXN-000276,2026-06-08,09:52:43,CUST-0181,"Burns, Hernandez and Ryan",EUR/CHF,1438.09,US,Branch,High
TXN-000490,2026-03-29,08:51:32,CUST-0258,Cooper Ltd,GBP/USD,1856.91,NL,API,High
TXN-001036,2026-02-27,14:25:23,CUST-0080,Kramer-Lane,GBP/USD,452.68,NL,Branch,Low
TXN-001230,2026-01-15,08:03:08,CUST-0008,"Monroe, Chapman and Barton",EUR/JPY,6508.27,FR,Online,Low
TXN-004512,2026-03-06,20:37:49,CUST-0175,"Fitzpatrick, Harris and Wolf",EUR/USD,1099.98,GB,API,High
TXN-001009,2026-05-23,14:51:20,CUST-0093,"Thomas, Vaughan and Copeland",EUR/USD,4517.67,IE,Online,Low
TXN-003942,2026-05-27,16:58:38,CUST-0145,Figueroa LLC,GBP/USD,2443.0,DE,API,Low
TXN-004284,2026-03-10,12:30:20,CUST-0045,Walsh Inc,EUR/GBP,1698.3,IT,Branch,Low
TXN-003092,2026-01-09,17:43:58,CUST-0211,Miller Inc,EUR/CHF,3990.42,IT,Online,Low
TXN-002533,2026-05-22,21:51:57,CUST-0120,Underwood PLC,EUR/USD,3143.26,IT,Branch,Medium
TXN-004102,2026-05-30,07:15:10,CUST-0222,Martinez-Bailey,EUR/USD,565.64,FR,Branch,High
TXN-001059,2026-05-09,18:46:33,CUST-0263,Elliott-Hernandez,GBP/USD,39024.71,US,Branch,High
TXN-002167,2026-05-17,20:16:49,CUST-0223,"Leonard, Rogers and Shaw",EUR/JPY,10155.2,NL,Branch,High
TXN-003277,2026-06-10,07:46:03,CUST-0215,Smith-Logan,USD/JPY,711.49,IE,Branch,Low
TXN-000282,2026-02-27,15:18:10,CUST-0017,Hughes-Alvarado,EUR/JPY,3700.86,NL,API,Low
TXN-003464,2026-01-18,12:43:06,CUST-0237,Gonzalez-Barron,EUR/GBP,221.73,IE,Online,Low
TXN-001317,2026-05-06,18:50:16,CUST-0287,King and Sons,EUR/CHF,21823.86,US,Online,High
TXN-004894,2026-05-27,13:03:23,CUST-0058,Peterson PLC,USD/JPY,3569.41,GB,Online,Medium
TXN-000969,2026-05-17,17:56:24,CUST-0155,Aguirre LLC,USD/JPY,4158.35,PL,Branch,Medium
TXN-003036,2026-04-29,09:40:17,CUST-0297,"Lopez, Thomas and Simmons",EUR/CHF,81.21,PL,Online,Low
TXN-003809,2026-05-13,09:51:58,CUST-0020,"Morrow, Bishop and Walton",EUR/USD,3505.45,IT,Branch,Low
TXN-003076,2026-06-03,12:05:51,CUST-0296,Ryan-Vasquez,USD/JPY,4397.98,IT,API,Medium
TXN-004695,2026-05-22,20:15:06,CUST-0060,Ortiz Group,EUR/JPY,9806.41,IT,Online,Medium
TXN-000620,2026-03-27,20:12:45,CUST-0183,Russell Group,EUR/CHF,14915.62,NL,API,High
TXN-004416,2026-06-06,20:56:32,CUST-0138,Harvey Group,EUR/GBP,996.88,DE,API,Low
TXN-001743,2026-03-21,15:52:27,CUST-0163,Hayes-Sampson,GBP/USD,2306.99,FR,Online,High
TXN-001391,2026-04-03,18:18:19,CUST-0190,"Sanders, Harris and Arnold",EUR/CHF,1885.96,BE,Online,Medium
TXN-003935,2026-05-28,19:22:06,CUST-0027,Thompson-Prince,EUR/JPY,47490.01,US,Online,High
TXN-001848,2026-03-11,17:57:02,CUST-0160,Cooper Inc,EUR/USD,1444.21,PL,Online,High
TXN-001580,2026-05-06,16:30:56,CUST-0122,"King, Nixon and West",EUR/USD,8425.71,FR,Branch,High
TXN-001656,2026-02-05,19:49:44,CUST-0097,Lopez PLC,GBP/USD,639.67,BE,Online,Low
TXN-002353,2026-04-29,09:00:17,CUST-0183,"Garza, Carr and Gregory",GBP/USD,3869.33,US,Online,High
TXN-002213,2026-03-15,08:29:16,CUST-0250,Ferguson-Lyons,EUR/GBP,14835.77,US,Online,Low
TXN-002021,2026-03-21,09:07:42,CUST-0264,Huber-Montgomery,USD/JPY,1290.12,DE,API,Medium
TXN-004888,2026-05-27,13:09:20,CUST-0058,"Marshall, Martinez and Contreras",EUR/JPY,5520.22,ES,Branch,Medium
TXN-001957,2026-01-05,16:27:11,CUST-0101,Jones PLC,GBP/USD,3599.47,IE,API,High
TXN-001308,2026-04-28,12:06:03,CUST-0049,"Wong, Bernard and Smith",USD/JPY,1167.82,PL,Branch,Low
TXN-002004,2026-04-18,12:15:26,CUST-0203,Marsh-Dougherty,EUR/CHF,5282.8,FR,API,Medium
TXN-004384,2026-05-15,11:23:53,CUST-0092,Anderson-Reed,GBP/USD,811.62,DE,Branch,High
TXN-000576,2026-02-10,12:04:35,CUST-0075,"Cole, Pierce and Bryan",USD/JPY,7016.92,BE,API,Low
TXN-003973,2026-02-06,10:16:08,CUST-0255,Flores-Moreno,EUR/JPY,720.12,DE,API,Medium
TXN-004408,2026-05-16,13:21:43,CUST-0259,Graves Ltd,EUR/JPY,845.73,NL,Online,Medium
TXN-001707,2026-01-08,12:23:07,CUST-0213,"Guerrero, Graves and Armstrong",GBP/USD,1322.61,US,Online,Medium
TXN-003635,2026-02-13,21:23:28,CUST-0131,Ortiz-Armstrong,EUR/GBP,7065.72,ES,Online,Low
TXN-004713,2026-03-13,21:44:27,CUST-0077,Mendoza-Jackson,EUR/JPY,27697.26,KP,Branch,Low
TXN-001281,2026-05-16,17:11:56,CUST-0179,"Austin, Oliver and Haley",GBP/USD,2497.62,US,Online,Medium
TXN-000862,2026-02-19,16:34:36,CUST-0287,Burns-Ray,EUR/USD,2062.08,GB,API,High
TXN-004059,2026-04-16,19:02:08,CUST-0166,"Guerrero, Watson and Perry",EUR/GBP,405.23,BE,Online,High
TXN-001802,2026-06-08,12:50:01,CUST-0286,Carr PLC,USD/JPY,557.11,US,API,Medium
TXN-001629,2026-05-18,19:06:27,CUST-0243,Alvarado-Durham,EUR/CHF,1272.49,IT,API,Medium
TXN-001994,2026-03-23,17:02:55,CUST-0050,Wong Ltd,EUR/GBP,840.5,IT,API,Low
TXN-002640,2026-06-24,09:13:36,CUST-0246,Johnson Ltd,EUR/JPY,3912.6,FR,Branch,Low
TXN-000270,2026-01-18,11:02:51,CUST-0232,Baird-Sanchez,EUR/CHF,1316.54,ES,Online,Medium
TXN-000630,2026-05-17,11:24:39,CUST-0077,Hays-Daniels,USD/JPY,20068.55,US,Branch,Low
TXN-002335,2026-03-03,16:31:36,CUST-0198,Stevens-Sullivan,EUR/GBP,559.06,IT,Branch,Low
TXN-002967,2026-06-25,10:44:29,CUST-0184,Jordan-Harper,EUR/CHF,6107.77,ES,Online,Medium
TXN-000301,2026-02-05,10:17:41,CUST-0220,"Thomas, Murray and King",EUR/USD,3531.03,ES,Online,Low
TXN-000460,2026-01-24,13:23:32,CUST-0257,"Valentine, Joyce and Murray",EUR/USD,3937.03,PL,API,Low
TXN-001448,2026-04-04,16:42:45,CUST-0166,"Hensley, Lopez and Baker",EUR/USD,4987.0,PL,Branch,High
TXN-001473,2026-05-29,17:45:57,CUST-0123,Welch-Duncan,USD/JPY,2125.38,ES,Branch,Medium
TXN-002047,2026-01-01,12:52:52,CUST-0207,Hughes-Smith,GBP/USD,10086.61,DE,Branch,Medium
TXN-004161,2026-06-13,11:56:56,CUST-0124,Bowers-Nguyen,EUR/JPY,1675.91,NL,Branch,Low
TXN-003656,2026-06-23,15:27:15,CUST-0291,"Chapman, Myers and Decker",EUR/GBP,1184.15,BE,API,Low
TXN-002114,2026-05-17,19:51:44,CUST-0122,Simpson LLC,USD/JPY,7385.07,US,Online,High
TXN-000028,2026-06-28,13:31:25,CUST-0295,"Hoffman, Baker and Richards",EUR/GBP,863.59,FR,Online,Low
TXN-003730,2026-01-02,11:28:25,CUST-0242,Johnson-Hill,EUR/JPY,3127.78,DE,Branch,Low
TXN-004451,2026-06-29,12:02:42,CUST-0056,Buchanan-Peters,EUR/GBP,1597.61,ES,Branch,Medium
TXN-000838,2026-04-18,19:14:08,CUST-0078,"Wagner, Simpson and Cohen",EUR/JPY,824.69,PL,Branch,Medium
TXN-003717,2026-02-20,19:05:12,CUST-0117,"Stewart, Miller and Jacobs",EUR/CHF,674.19,ES,Online,Low
TXN-002009,2026-03-20,19:20:14,CUST-0293,Crawford and Sons,EUR/GBP,108.94,US,API,Medium
TXN-004826,2026-05-01,09:33:40,CUST-0083,"Martin, Kennedy and Chavez",EUR/CHF,20000.0,US,API,Low
TXN-000504,2026-04-08,10:09:51,CUST-0285,"Jimenez, Glass and Stone",EUR/CHF,15168.15,IT,Online,Low
TXN-004820,2026-04-05,11:16:39,CUST-0044,Adams LLC,GBP/USD,5000.0,ES,Online,Low
TXN-004236,2026-06-14,14:14:53,CUST-0201,Howell PLC,EUR/JPY,3785.41,IE,Online,Low
TXN-000381,2026-03-29,18:45:14,CUST-0293,"Richardson, Farmer and Andrews",EUR/CHF,1453.09,FR,API,Medium
TXN-001852,2026-02-20,20:37:28,CUST-0091,"Jackson, Lane and Wilkinson",EUR/CHF,436.96,PL,Branch,Medium
TXN-001526,2026-02-23,18:20:02,CUST-0258,"Vang, Gonzalez and Moss",USD/JPY,1125.66,FR,Online,High
TXN-002366,2026-01-29,16:10:35,CUST-0058,"Curry, Estrada and Anderson",EUR/USD,13518.49,US,Branch,Medium
TXN-004341,2026-03-17,09:42:36,CUST-0008,"Casey, Gonzalez and Jenkins",GBP/USD,7057.45,BE,Online,Low
TXN-002885,2026-05-04,18:06:27,CUST-0287,Guzman and Sons,EUR/USD,8831.53,FR,Online,High
TXN-002341,2026-05-20,07:08:31,CUST-0097,Clark Ltd,EUR/GBP,1376.0,PL,Online,Low
TXN-000375,2026-02-03,17:11:38,CUST-0005,"Hoffman, Santiago and Jenkins",EUR/USD,1518.9,US,Online,Low
TXN-003166,2026-01-25,19:19:38,CUST-0142,Nelson-Reid,EUR/GBP,269.07,NL,Branch,Low
TXN-002382,2026-04-02,21:21:00,CUST-0076,"Carter, Alexander and Hunter",EUR/GBP,4464.32,IE,Online,Medium
TXN-004241,2026-03-13,20:54:14,CUST-0163,Mcfarland-Kelley,USD/JPY,4598.15,IE,Online,High
TXN-000940,2026-02-11,09:53:01,CUST-0242,Shaw Inc,USD/JPY,3702.67,NL,Online,Low
TXN-003741,2026-04-04,16:37:09,CUST-0067,Lucero-Lee,EUR/JPY,1850.85,GB,API,High
TXN-004755,2026-01-02,16:51:38,CUST-0028,Moyer-Sanchez,EUR/GBP,12104.15,SY,Branch,High
TXN-002800,2026-03-28,09:20:11,CUST-0130,Navarro LLC,EUR/CHF,1268.49,ES,Branch,Medium
TXN-002148,2026-05-16,20:22:58,CUST-0063,Freeman-Rodriguez,EUR/GBP,2220.42,US,Online,Medium
TXN-003709,2026-05-13,12:37:58,CUST-0151,"Barnett, Kennedy and Jackson",EUR/USD,1270.77,IT,Online,Low
TXN-004467,2026-06-18,11:15:28,CUST-0285,Quinn-Moss,GBP/USD,1938.24,BE,API,Low
TXN-004149,2026-06-08,20:30:02,CUST-0030,"Rodriguez, Massey and Day",USD/JPY,5921.1,DE,Online,Medium
TXN-002069,2026-02-15,20:29:56,CUST-0001,"Quinn, Smith and Green",EUR/USD,570.77,BE,API,High
TXN-000530,2026-02-01,11:30:40,CUST-0282,"Mckinney, Graves and Thompson",GBP/USD,9771.29,PL,Online,High
TXN-003623,2026-05-21,09:48:10,CUST-0285,"Myers, Howard and Castillo",EUR/JPY,194.82,IE,Branch,Low
TXN-000637,2026-05-11,13:35:52,CUST-0093,Wilcox-Robertson,EUR/JPY,2548.21,US,Branch,Low
TXN-001270,2026-03-30,11:10:07,CUST-0161,Rivera Ltd,GBP/USD,1507.76,GB,Branch,High
TXN-000186,2026-04-14,12:02:25,CUST-0136,Johnston-Odonnell,EUR/USD,5717.27,ES,API,Medium
TXN-004404,2026-01-15,19:53:17,CUST-0011,Dennis-Vargas,EUR/CHF,3227.83,ES,API,High
TXN-004516,2026-06-17,10:55:58,CUST-0033,Dixon LLC,GBP/USD,1395.79,DE,Online,Medium
TXN-003354,2026-01-23,17:53:02,CUST-0204,Sheppard Ltd,EUR/USD,2129.22,FR,Online,Low
TXN-001798,2026-06-19,11:56:15,CUST-0026,Maldonado LLC,EUR/JPY,1593.09,IE,Branch,Low
TXN-002980,2026-02-21,17:19:15,CUST-0044,Graves-Baird,EUR/JPY,2443.97,PL,API,Low
TXN-001442,2026-01-16,16:51:13,CUST-0241,Fox Group,EUR/CHF,1883.47,IE,API,Medium
TXN-003327,2026-05-14,15:30:08,CUST-0235,Patel LLC,GBP/USD,2332.51,FR,Branch,Low
TXN-004794,2026-01-29,09:42:57,CUST-0046,Richard and Sons,EUR/USD,5000.0,PL,Branch,Low
TXN-001536,2026-04-17,14:46:28,CUST-0208,Barker-Moore,EUR/JPY,2444.14,IT,Branch,Low
TXN-004848,2026-03-05,10:36:59,CUST-0021,Williams and Sons,GBP/USD,3688.15,DE,Online,Low
TXN-001274,2026-01-29,18:45:58,CUST-0233,Bowers LLC,EUR/USD,1604.95,NL,Branch,Medium
TXN-003990,2026-06-07,14:41:40,CUST-0294,Gibbs-Nguyen,EUR/GBP,2251.5,FR,Online,Medium
TXN-000608,2026-05-27,16:24:11,CUST-0274,"Hill, Martinez and Rhodes",USD/JPY,1112.27,DE,Online,Medium
TXN-003289,2026-02-15,17:15:07,CUST-0027,"Ramsey, Perez and Miller",EUR/JPY,3194.4,NL,API,High
TXN-001713,2026-06-14,19:44:32,CUST-0134,Neal LLC,EUR/USD,1170.26,DE,Branch,Medium
TXN-002200,2026-05-28,17:52:34,CUST-0245,Edwards LLC,EUR/CHF,1810.02,FR,API,Low
TXN-000956,2026-04-08,15:20:11,CUST-0114,Morse PLC,EUR/JPY,11766.08,BE,API,Low
TXN-002580,2026-02-07,20:39:46,CUST-0239,Boyle-Torres,EUR/CHF,1190.58,IT,Online,Low
TXN-003786,2026-01-29,12:38:09,CUST-0243,Hines PLC,EUR/USD,127.95,NL,API,Medium
TXN-004354,2026-06-02,14:42:59,CUST-0087,Perry PLC,EUR/GBP,1664.06,NL,Branch,High
TXN-003283,2026-05-16,18:17:28,CUST-0169,Hawkins LLC,GBP/USD,3701.99,BE,Online,Low
TXN-003581,2026-02-16,10:19:13,CUST-0102,"Hendricks, Zuniga and Miller",EUR/USD,3526.43,FR,Branch,High
TXN-000404,2026-04-02,21:28:39,CUST-0088,Jones-Hensley,GBP/USD,13005.75,ES,API,High
TXN-002072,2026-05-27,19:19:35,CUST-0045,Ward-Fields,EUR/CHF,1307.6,PL,Branch,Low
TXN-004678,2026-03-09,07:07:03,CUST-0298,Bowers Ltd,EUR/USD,9672.66,IT,Branch,Low
TXN-001978,2026-05-02,17:05:53,CUST-0243,"Mullins, Steele and Russell",EUR/GBP,1123.12,ES,Online,Medium
TXN-000159,2026-04-02,20:49:03,CUST-0098,Mccarthy Inc,EUR/CHF,273.99,NL,Branch,Medium
TXN-001749,2026-01-18,08:37:00,CUST-0027,"Russo, Collins and Murphy",EUR/USD,571.33,DE,Branch,High
TXN-002910,2026-05-06,21:05:38,CUST-0106,"Faulkner, Schmidt and Wheeler",EUR/GBP,902.32,ES,Online,Low
TXN-003929,2026-02-18,11:29:23,CUST-0256,Aguilar and Sons,EUR/JPY,592.23,IE,Online,Low
TXN-000903,2026-01-03,08:22:01,CUST-0004,Abbott Ltd,USD/JPY,1223.56,ES,Online,High
TXN-000353,2026-01-14,12:00:27,CUST-0252,Smith and Sons,EUR/USD,248.48,DE,Branch,Low
TXN-001231,2026-02-03,16:25:30,CUST-0126,Ellis-Lawrence,EUR/CHF,994.11,NL,Online,Low
TXN-004594,2026-01-17,07:40:34,CUST-0258,Allen-Riggs,GBP/USD,20779.23,PL,Branch,High
TXN-002141,2026-06-02,19:32:24,CUST-0202,"Jimenez, Wagner and Daniels",EUR/USD,1251.82,IT,Branch,Low
TXN-000445,2026-01-02,17:46:39,CUST-0061,"Conner, Li and Santiago",EUR/USD,1025.05,PL,API,Low
